,infected_hawks,infected_doves,total_infected
240,0,20,20
241,0,20,20
242,0,20,20
243,0,20,20
244,0,20,20
245,0,20,20
246,0,20,20
247,0,20,20
248,0,20,20
249,0,20,20
250,0,20,20
251,0,20,20
252,0,20,20
253,0,20,20
254,0,20,20
255,0,20,20
256,0,20,20
257,0,20,20
258,0,20,20
259,0,20,20
260,0,20,20
261,0,20,20
262,0,20,20
263,0,20,20
264,0,20,20
265,0,20,20
266,0,20,20
267,0,20,20
268,0,20,20
269,0,20,20
270,0,20,20
271,0,20,20
272,0,20,20
273,0,20,20
274,0,20,20
275,0,20,20
276,0,20,20
277,0,20,20
278,0,20,20
279,0,20,20
280,0,20,20
281,0,21,21
282,0,21,21
283,0,21,21
284,0,21,21
285,0,21,21
286,0,21,21
287,0,21,21
288,0,21,21
289,0,21,21
290,0,21,21
291,0,21,21
292,0,21,21
293,0,21,21
294,0,21,21
295,0,21,21
296,0,21,21
297,0,21,21
298,0,21,21
299,0,21,21
300,0,21,21
301,0,21,21
302,0,21,21
303,0,21,21
304,0,21,21
305,0,21,21
306,0,21,21
307,0,21,21
308,0,21,21
309,0,21,21
310,0,21,21
311,0,21,21
312,0,21,21
313,0,21,21
314,0,21,21
315,0,21,21
316,0,21,21
317,0,21,21
318,0,21,21
319,0,21,21
320,0,21,21
321,0,21,21
322,0,21,21
323,0,21,21
324,0,21,21
325,0,21,21
326,0,21,21
327,0,21,21
328,0,21,21
329,0,21,21
330,0,21,21
331,0,21,21
332,0,21,21
333,0,21,21
334,0,21,21
335,0,21,21
336,0,21,21
337,0,21,21
338,0,21,21
339,0,21,21
340,0,21,21
341,0,21,21
342,0,21,21
343,0,21,21
344,0,21,21
345,0,21,21
346,0,21,21
347,0,21,21
348,0,21,21
349,0,21,21
350,0,21,21
351,0,21,21
352,0,21,21
353,0,21,21
354,0,21,21
355,0,21,21
356,0,21,21
357,0,21,21
358,0,21,21
359,0,21,21
360,0,21,21
361,0,21,21
362,0,21,21
363,0,21,21
364,0,21,21
365,0,21,21
366,0,21,21
367,0,21,21
368,0,21,21
369,0,21,21
370,0,21,21
371,0,21,21
372,0,21,21
373,0,21,21
374,0,21,21
375,0,21,21
376,0,21,21
377,0,21,21
378,0,21,21
379,0,21,21
380,0,21,21
381,0,21,21
382,0,21,21
383,0,21,21
384,0,21,21
385,0,21,21
386,0,21,21
387,0,21,21
388,0,21,21
389,0,21,21
390,0,21,21
391,0,21,21
392,0,21,21
393,0,21,21
394,0,21,21
395,0,21,21
396,0,21,21
397,0,21,21
398,0,21,21
399,0,21,21
400,0,21,21
401,0,21,21
402,0,21,21
403,0,21,21
404,0,21,21
405,0,21,21
406,0,21,21
407,0,21,21
408,0,21,21
409,0,21,21
410,0,21,21
411,0,21,21
412,0,21,21
413,0,21,21
414,0,21,21
415,0,21,21
416,0,21,21
417,0,21,21
418,0,21,21
419,0,21,21
420,0,21,21
421,0,21,21
422,0,21,21
423,0,21,21
424,0,21,21
425,0,21,21
426,0,21,21
427,0,21,21
428,0,21,21
429,0,21,21
430,0,21,21
431,0,21,21
432,0,21,21
433,0,21,21
434,0,21,21
435,0,21,21
436,0,21,21
437,0,21,21
438,0,21,21
439,0,21,21
440,0,21,21
441,0,21,21
442,0,21,21
443,0,21,21
444,0,21,21
445,0,21,21
446,0,21,21
447,0,21,21
448,0,21,21
449,0,22,22
450,0,22,22
451,0,22,22
452,0,22,22
453,0,22,22
454,0,22,22
455,0,22,22
456,0,22,22
457,0,22,22
458,0,22,22
459,0,22,22
460,0,22,22
461,0,22,22
462,0,22,22
463,0,22,22
464,0,22,22
465,0,22,22
466,0,22,22
467,0,22,22
468,0,22,22
469,0,22,22
470,0,22,22
471,0,22,22
472,0,22,22
473,0,22,22
474,0,22,22
475,0,22,22
476,0,22,22
477,0,22,22
478,0,22,22
479,0,22,22
480,0,22,22
481,0,22,22
482,0,22,22
483,0,22,22
484,0,22,22
485,0,22,22
486,0,22,22
487,0,22,22
488,0,22,22
489,0,22,22
490,0,22,22
491,0,22,22
492,0,22,22
493,0,22,22
494,0,22,22
495,0,22,22
496,0,22,22
497,0,22,22
498,0,22,22
499,0,22,22
500,0,22,22
501,0,22,22
502,0,22,22
503,0,22,22
504,0,22,22
505,0,22,22
506,0,22,22
507,0,22,22
508,0,22,22
509,0,22,22
510,0,22,22
511,0,22,22
512,0,22,22
513,0,22,22
514,0,22,22
515,0,22,22
516,0,22,22
517,0,22,22
518,0,22,22
519,0,22,22
520,0,22,22
521,0,22,22
522,0,22,22
523,0,22,22
524,0,22,22
525,0,22,22
526,0,22,22
527,0,22,22
528,0,22,22
529,0,22,22
530,0,22,22
531,0,22,22
532,0,22,22
533,0,22,22
534,0,22,22
535,0,22,22
536,0,22,22
537,0,22,22
538,0,22,22
539,0,22,22
540,0,23,23
541,0,23,23
542,0,23,23
543,0,23,23
544,0,23,23
545,0,23,23
546,0,23,23
547,0,23,23
548,0,23,23
549,0,23,23
550,0,23,23
551,0,23,23
552,0,23,23
553,0,23,23
554,0,23,23
555,0,23,23
556,0,23,23
557,0,23,23
558,0,23,23
559,0,23,23
560,0,23,23
561,0,23,23
562,0,23,23
563,0,23,23
564,0,23,23
565,0,23,23
566,0,23,23
567,0,23,23
568,0,23,23
569,0,23,23
570,0,23,23
571,0,23,23
572,0,23,23
573,0,23,23
574,0,23,23
575,0,23,23
576,0,23,23
577,0,23,23
578,0,23,23
579,0,23,23
580,0,23,23
581,0,23,23
582,0,23,23
583,0,23,23
584,0,23,23
585,0,23,23
586,0,23,23
587,0,23,23
588,0,23,23
589,0,23,23
590,0,23,23
591,0,23,23
592,0,23,23
593,0,23,23
594,0,23,23
595,0,23,23
596,0,23,23
597,0,23,23
598,0,23,23
599,0,23,23
600,0,23,23
601,0,23,23
602,0,23,23
603,0,23,23
604,0,23,23
605,0,23,23
606,0,23,23
607,0,23,23
608,0,23,23
609,0,23,23
610,0,23,23
611,0,23,23
612,0,23,23
613,0,23,23
614,0,23,23
615,0,23,23
616,0,23,23
617,0,23,23
618,0,23,23
619,0,23,23
620,0,23,23
621,0,23,23
622,0,23,23
623,0,23,23
624,0,23,23
625,0,23,23
626,0,23,23
627,0,23,23
628,0,23,23
629,0,23,23
630,0,23,23
631,0,23,23
632,0,23,23
633,0,23,23
634,0,23,23
635,0,23,23
636,0,23,23
637,0,23,23
638,0,23,23
639,0,23,23
640,0,23,23
641,0,23,23
642,0,23,23
643,0,23,23
644,0,23,23
645,0,23,23
646,0,23,23
647,0,23,23
648,0,23,23
649,0,23,23
650,0,23,23
651,0,23,23
652,0,23,23
653,0,23,23
654,0,23,23
655,0,23,23
656,0,23,23
657,0,23,23
658,0,23,23
659,0,23,23
660,0,23,23
661,0,23,23
662,0,23,23
663,0,23,23
664,0,23,23
665,0,23,23
666,0,23,23
667,0,23,23
668,0,23,23
669,0,23,23
670,0,23,23
671,0,23,23
672,0,23,23
673,0,23,23
674,0,23,23
675,0,23,23
676,0,23,23
677,0,23,23
678,0,23,23
679,0,23,23
680,0,23,23
681,0,23,23
682,0,23,23
683,0,23,23
684,0,23,23
685,0,23,23
686,0,23,23
687,0,23,23
688,0,23,23
689,0,23,23
690,0,23,23
691,0,23,23
692,0,23,23
693,0,23,23
694,0,23,23
695,0,23,23
696,0,23,23
697,0,23,23
698,0,23,23
699,0,23,23
700,0,23,23
701,0,23,23
702,0,23,23
703,0,23,23
704,0,23,23
705,0,23,23
706,0,23,23
707,0,23,23
708,0,23,23
709,0,23,23
710,0,23,23
711,0,23,23
712,0,23,23
713,0,23,23
714,0,23,23
715,0,23,23
716,0,23,23
717,0,23,23
718,0,23,23
719,0,23,23
720,0,23,23
721,0,23,23
722,0,23,23
723,0,23,23
724,0,23,23
725,0,23,23
726,0,23,23
727,0,23,23
728,0,23,23
729,0,23,23
730,0,23,23
731,0,23,23
732,0,23,23
733,0,23,23
734,0,23,23
735,0,23,23
736,0,23,23
737,0,23,23
738,0,23,23
739,0,23,23
740,0,23,23
741,0,23,23
742,0,23,23
743,0,23,23
744,0,23,23
745,0,23,23
746,0,23,23
747,0,23,23
748,0,23,23
749,0,23,23
750,0,23,23
751,0,23,23
752,0,23,23
753,0,23,23
754,0,23,23
755,0,23,23
756,0,23,23
757,0,23,23
758,0,23,23
759,0,23,23
760,0,23,23
761,0,23,23
762,0,23,23
763,0,23,23
764,0,23,23
765,0,23,23
766,0,23,23
767,0,23,23
768,0,23,23
769,0,23,23
770,0,23,23
771,0,23,23
772,0,23,23
773,0,23,23
774,0,23,23
775,0,23,23
776,0,23,23
777,0,23,23
778,0,23,23
779,0,23,23
780,0,23,23
781,0,23,23
782,0,23,23
783,0,23,23
784,0,23,23
785,0,23,23
786,0,23,23
787,0,23,23
788,0,23,23
789,0,23,23
790,0,23,23
791,0,23,23
792,0,23,23
793,0,23,23
794,0,23,23
795,0,23,23
796,0,23,23
797,0,23,23
798,0,23,23
799,0,23,23
800,0,23,23
801,0,23,23
802,0,23,23
803,0,23,23
804,0,23,23
805,0,23,23
806,0,23,23
807,0,23,23
808,0,23,23
809,0,23,23
810,0,23,23
811,0,23,23
812,0,23,23
813,0,23,23
814,0,23,23
815,0,23,23
816,0,23,23
817,0,23,23
818,0,23,23
819,0,23,23
820,0,23,23
821,0,23,23
822,0,23,23
823,0,23,23
824,0,23,23
825,0,23,23
826,0,23,23
827,0,23,23
828,0,23,23
829,0,23,23
830,0,23,23
831,0,23,23
832,0,23,23
833,0,23,23
834,0,23,23
835,0,23,23
836,0,23,23
837,0,23,23
838,0,23,23
839,0,23,23
840,0,23,23
841,0,23,23
842,0,23,23
843,0,23,23
844,0,23,23
845,0,23,23
846,0,23,23
847,0,23,23
848,0,23,23
849,0,23,23
850,0,23,23
851,0,23,23
852,0,23,23
853,0,23,23
854,0,23,23
855,0,23,23
856,0,23,23
857,0,23,23
858,0,23,23
859,0,23,23
860,0,23,23
861,0,23,23
862,0,23,23
863,0,23,23
864,0,23,23
865,0,23,23
866,0,23,23
867,0,23,23
868,0,23,23
869,0,23,23
870,0,23,23
871,0,23,23
872,0,23,23
873,0,23,23
874,0,23,23
875,0,23,23
876,0,23,23
877,0,23,23
878,0,23,23
879,0,23,23
880,0,23,23
881,0,23,23
882,0,23,23
883,0,23,23
884,0,23,23
885,0,23,23
886,0,23,23
887,0,23,23
888,0,23,23
889,0,23,23
890,0,23,23
891,0,23,23
892,0,23,23
893,0,23,23
894,0,23,23
895,0,23,23
896,0,23,23
897,0,23,23
898,0,23,23
899,0,23,23
900,0,23,23
901,0,23,23
902,0,23,23
903,0,23,23
904,0,23,23
905,0,23,23
906,0,23,23
907,0,23,23
908,0,23,23
909,0,23,23
910,0,23,23
911,0,23,23
912,0,23,23
913,0,23,23
914,0,23,23
915,0,23,23
916,0,23,23
917,0,23,23
918,0,23,23
919,0,23,23
920,0,23,23
921,0,23,23
922,0,23,23
923,0,23,23
924,0,23,23
925,0,23,23
926,0,23,23
927,0,23,23
928,0,23,23
929,0,23,23
930,0,23,23
931,0,23,23
932,0,23,23
933,0,23,23
934,0,23,23
935,0,23,23
936,0,23,23
937,0,23,23
938,0,23,23
939,0,23,23
940,0,23,23
941,0,23,23
942,0,23,23
943,0,23,23
944,0,23,23
945,0,23,23
946,0,23,23
947,0,23,23
948,0,23,23
949,0,23,23
950,0,23,23
951,0,23,23
952,0,23,23
953,0,23,23
954,0,23,23
955,0,23,23
956,0,23,23
957,0,23,23
958,0,23,23
959,0,23,23
960,0,23,23
961,0,23,23
962,0,23,23
963,0,23,23
964,0,23,23
965,0,23,23
966,0,23,23
967,0,23,23
968,0,23,23
969,0,23,23
970,0,23,23
971,0,23,23
972,0,23,23
973,0,23,23
974,0,23,23
975,0,23,23
976,0,23,23
977,0,23,23
978,0,23,23
979,0,23,23
980,0,23,23
981,0,23,23
982,0,23,23
983,0,23,23
984,0,23,23
985,0,23,23
986,0,23,23
987,0,23,23
988,0,23,23
989,0,23,23
990,0,23,23
991,0,23,23
992,0,23,23
993,0,23,23
994,0,23,23
995,0,23,23
996,0,23,23
997,0,23,23
998,0,23,23
999,0,23,23
1000,0,23,23
1001,0,23,23
1002,0,23,23
1003,0,23,23
1004,0,23,23
1005,0,23,23
1006,0,23,23
1007,0,23,23
1008,0,23,23
1009,0,23,23
1010,0,23,23
1011,0,23,23
1012,0,23,23
1013,0,23,23
1014,0,23,23
1015,0,23,23
1016,0,23,23
1017,0,23,23
1018,0,23,23
1019,0,23,23
1020,0,23,23
1021,0,23,23
1022,0,23,23
1023,0,23,23
1024,0,23,23
1025,0,23,23
1026,0,23,23
1027,0,23,23
1028,0,23,23
1029,0,23,23
1030,0,23,23
1031,0,23,23
1032,0,23,23
1033,0,23,23
1034,0,23,23
1035,0,23,23
1036,0,23,23
1037,0,23,23
1038,0,23,23
1039,0,23,23
1040,0,23,23
1041,0,23,23
1042,0,23,23
1043,0,23,23
1044,0,23,23
1045,0,23,23
1046,0,23,23
1047,0,23,23
1048,0,23,23
1049,0,23,23
1050,0,23,23
1051,0,23,23
1052,0,23,23
1053,0,23,23
1054,0,23,23
1055,0,23,23
1056,0,23,23
1057,0,23,23
1058,0,23,23
1059,0,23,23
1060,0,23,23
1061,0,23,23
1062,0,23,23
1063,0,23,23
1064,0,23,23
1065,0,23,23
1066,0,23,23
1067,0,23,23
1068,0,23,23
1069,0,23,23
1070,0,23,23
1071,0,23,23
1072,0,23,23
1073,0,23,23
1074,0,23,23
1075,0,23,23
1076,0,23,23
1077,0,23,23
1078,0,23,23
1079,0,23,23
1080,0,23,23
1081,0,23,23
1082,0,23,23
1083,0,23,23
1084,0,23,23
1085,0,23,23
1086,0,23,23
1087,0,23,23
1088,0,23,23
1089,0,23,23
1090,0,23,23
1091,0,23,23
1092,0,23,23
1093,0,23,23
1094,0,23,23
1095,0,23,23
1096,0,23,23
1097,0,23,23
1098,0,23,23
1099,0,23,23
1100,0,23,23
1101,0,23,23
1102,0,23,23
1103,0,23,23
1104,0,23,23
1105,0,23,23
1106,0,23,23
1107,0,23,23
1108,0,23,23
1109,0,23,23
1110,0,23,23
1111,0,23,23
1112,0,23,23
1113,0,23,23
1114,0,23,23
1115,0,23,23
1116,0,23,23
1117,0,23,23
1118,0,23,23
1119,0,23,23
1120,0,23,23
1121,0,23,23
1122,0,23,23
1123,0,23,23
1124,0,23,23
1125,0,23,23
1126,0,23,23
1127,0,23,23
1128,0,23,23
1129,0,23,23
1130,0,23,23
1131,0,23,23
1132,0,23,23
1133,0,23,23
1134,0,23,23
1135,0,23,23
1136,0,23,23
1137,0,23,23
1138,0,23,23
1139,0,23,23
1140,0,23,23
1141,0,23,23
1142,0,23,23
1143,0,23,23
1144,0,23,23
1145,0,23,23
1146,0,23,23
1147,0,23,23
1148,0,23,23
1149,0,23,23
1150,0,23,23
1151,0,23,23
1152,0,23,23
1153,0,23,23
1154,0,23,23
1155,0,23,23
1156,0,23,23
1157,0,23,23
1158,0,23,23
1159,0,23,23
1160,0,23,23
1161,0,23,23
1162,0,23,23
1163,0,23,23
1164,0,23,23
1165,0,23,23
1166,0,23,23
1167,0,23,23
1168,0,23,23
1169,0,23,23
1170,0,23,23
1171,0,23,23
1172,0,23,23
1173,0,23,23
1174,0,23,23
1175,0,23,23
1176,0,23,23
1177,0,23,23
1178,0,23,23
1179,0,23,23
1180,0,23,23
1181,0,23,23
1182,0,23,23
1183,0,23,23
1184,0,23,23
1185,0,23,23
1186,0,23,23
1187,0,23,23
1188,0,23,23
1189,0,23,23
1190,0,23,23
1191,0,23,23
1192,0,23,23
1193,0,23,23
1194,0,23,23
1195,0,23,23
1196,0,23,23
1197,0,23,23
1198,0,23,23
1199,0,23,23
1200,0,23,23
1201,0,23,23
1202,0,23,23
1203,0,23,23
1204,0,23,23
1205,0,23,23
1206,0,23,23
1207,0,23,23
1208,0,23,23
1209,0,23,23
1210,0,23,23
1211,0,23,23
1212,0,23,23
1213,0,23,23
1214,0,23,23
1215,0,23,23
1216,0,23,23
1217,0,23,23
1218,0,23,23
1219,0,23,23
1220,0,23,23
1221,0,23,23
1222,0,23,23
1223,0,23,23
1224,0,23,23
1225,0,23,23
1226,0,23,23
1227,0,23,23
1228,0,23,23
1229,0,23,23
1230,0,23,23
1231,0,23,23
1232,0,23,23
1233,0,23,23
1234,0,23,23
1235,0,23,23
1236,0,23,23
1237,0,23,23
1238,0,23,23
1239,0,23,23
1240,0,23,23
1241,0,23,23
1242,0,23,23
1243,0,23,23
1244,0,23,23
1245,0,23,23
1246,0,23,23
1247,0,23,23
1248,0,23,23
1249,0,23,23
1250,0,23,23
1251,0,23,23
1252,0,23,23
1253,0,23,23
1254,0,23,23
1255,0,23,23
1256,0,23,23
1257,0,23,23
1258,0,23,23
1259,0,23,23
1260,0,23,23
1261,0,23,23
1262,0,24,24
1263,0,24,24
1264,0,24,24
1265,0,24,24
1266,0,24,24
1267,0,24,24
1268,0,24,24
1269,0,24,24
1270,0,24,24
1271,0,24,24
1272,0,24,24
1273,0,24,24
1274,0,24,24
1275,0,24,24
1276,0,24,24
1277,0,24,24
1278,0,24,24
1279,0,25,25
1280,0,25,25
1281,0,25,25
1282,0,25,25
1283,0,25,25
1284,0,25,25
1285,0,25,25
1286,0,25,25
1287,0,25,25
1288,0,25,25
1289,0,25,25
1290,0,25,25
1291,0,25,25
1292,0,25,25
1293,0,25,25
1294,0,25,25
1295,0,25,25
1296,0,25,25
1297,0,25,25
1298,0,25,25
1299,0,25,25
1300,0,25,25
1301,0,25,25
1302,0,25,25
1303,0,25,25
1304,0,25,25
1305,0,25,25
1306,0,25,25
1307,0,25,25
1308,0,25,25
1309,0,25,25
1310,0,25,25
1311,0,25,25
1312,0,25,25
1313,0,25,25
1314,0,25,25
1315,0,25,25
1316,0,25,25
1317,0,25,25
1318,0,25,25
1319,0,25,25
1320,0,25,25
1321,0,25,25
1322,0,25,25
1323,0,25,25
1324,0,25,25
1325,0,25,25
1326,0,25,25
1327,0,25,25
1328,0,25,25
1329,0,25,25
1330,0,25,25
1331,0,25,25
1332,0,25,25
1333,0,25,25
1334,0,25,25
1335,0,25,25
1336,0,25,25
1337,0,25,25
1338,0,25,25
1339,0,25,25
1340,0,25,25
1341,0,25,25
1342,0,25,25
1343,0,25,25
1344,0,25,25
1345,0,25,25
1346,0,25,25
1347,0,25,25
1348,0,25,25
1349,0,25,25
1350,0,25,25
1351,0,25,25
1352,0,25,25
1353,0,25,25
1354,0,25,25
1355,0,25,25
1356,0,25,25
1357,0,25,25
1358,0,25,25
1359,0,25,25
1360,0,25,25
1361,0,25,25
1362,0,25,25
1363,0,25,25
1364,0,25,25
1365,0,25,25
1366,0,25,25
1367,0,25,25
1368,0,25,25
1369,0,25,25
1370,0,25,25
1371,0,25,25
1372,0,25,25
1373,0,25,25
1374,0,26,26
1375,0,26,26
1376,0,26,26
1377,0,26,26
1378,0,26,26
1379,0,26,26
1380,0,26,26
1381,0,26,26
1382,0,26,26
1383,0,26,26
1384,0,26,26
1385,0,26,26
1386,0,26,26
1387,0,26,26
1388,0,26,26
1389,0,26,26
1390,0,26,26
1391,0,26,26
1392,0,26,26
1393,0,26,26
1394,0,26,26
1395,0,26,26
1396,0,26,26
1397,0,26,26
1398,0,26,26
1399,0,26,26
1400,0,26,26
1401,0,26,26
1402,0,26,26
1403,0,26,26
1404,0,26,26
1405,0,26,26
1406,0,26,26
1407,0,26,26
1408,0,26,26
1409,0,26,26
1410,0,26,26
1411,0,26,26
1412,0,26,26
1413,0,26,26
1414,0,26,26
1415,0,26,26
1416,0,26,26
1417,0,26,26
1418,0,26,26
1419,0,26,26
1420,0,26,26
1421,0,26,26
1422,0,26,26
1423,0,26,26
1424,0,26,26
1425,0,26,26
1426,0,26,26
1427,0,26,26
1428,0,26,26
1429,0,26,26
1430,0,26,26
1431,0,26,26
1432,0,26,26
1433,0,26,26
1434,0,26,26
1435,0,26,26
1436,0,26,26
1437,0,26,26
1438,0,26,26
1439,0,26,26
1440,0,26,26
1441,0,26,26
1442,0,26,26
1443,0,26,26
1444,0,26,26
1445,0,26,26
1446,0,26,26
1447,0,26,26
1448,0,26,26
1449,0,26,26
1450,0,26,26
1451,0,26,26
1452,0,26,26
1453,0,26,26
1454,0,26,26
1455,0,26,26
1456,0,26,26
1457,0,26,26
1458,0,26,26
1459,0,26,26
1460,0,26,26
1461,0,26,26
1462,0,26,26
1463,0,26,26
1464,0,26,26
1465,0,26,26
1466,0,26,26
1467,0,26,26
1468,0,26,26
1469,0,26,26
1470,0,26,26
1471,0,26,26
1472,0,26,26
1473,0,26,26
1474,0,26,26
1475,0,26,26
1476,0,26,26
1477,0,26,26
1478,0,26,26
1479,0,26,26
1480,0,26,26
1481,0,26,26
1482,0,26,26
1483,0,26,26
1484,0,26,26
1485,0,26,26
1486,0,26,26
1487,0,27,27
1488,0,27,27
1489,0,27,27
1490,0,27,27
1491,0,27,27
1492,0,27,27
1493,0,27,27
1494,0,27,27
1495,0,27,27
1496,0,27,27
1497,0,27,27
1498,0,27,27
1499,0,27,27
1500,0,27,27
1501,0,27,27
1502,0,27,27
1503,0,27,27
1504,0,27,27
1505,0,27,27
1506,0,27,27
1507,0,27,27
1508,0,27,27
1509,0,27,27
1510,0,27,27
1511,0,27,27
1512,0,27,27
1513,0,27,27
1514,0,27,27
1515,0,27,27
1516,0,27,27
1517,0,27,27
1518,0,27,27
1519,0,27,27
1520,0,27,27
1521,0,27,27
1522,0,27,27
1523,0,27,27
1524,0,27,27
1525,0,27,27
1526,0,27,27
1527,0,27,27
1528,0,27,27
1529,0,27,27
1530,0,27,27
1531,0,27,27
1532,0,27,27
1533,0,27,27
1534,0,27,27
1535,0,27,27
1536,0,27,27
1537,0,27,27
1538,0,27,27
1539,0,27,27
1540,0,27,27
1541,0,27,27
1542,0,27,27
1543,0,27,27
1544,0,27,27
1545,0,27,27
1546,0,27,27
1547,0,27,27
1548,0,27,27
1549,0,27,27
1550,0,27,27
1551,0,27,27
1552,0,27,27
1553,0,27,27
1554,0,27,27
1555,0,27,27
1556,0,27,27
1557,0,27,27
1558,0,27,27
1559,0,27,27
1560,0,27,27
1561,0,27,27
1562,0,27,27
1563,0,27,27
1564,0,27,27
1565,0,27,27
1566,0,27,27
1567,0,27,27
1568,0,27,27
1569,0,27,27
1570,0,27,27
1571,0,27,27
1572,0,27,27
1573,0,27,27
1574,0,27,27
1575,0,27,27
1576,0,27,27
1577,0,27,27
1578,0,27,27
1579,0,27,27
1580,0,27,27
1581,0,27,27
1582,0,27,27
1583,0,27,27
1584,0,27,27
1585,0,27,27
1586,0,27,27
1587,0,27,27
1588,0,27,27
1589,0,27,27
1590,0,27,27
1591,0,27,27
1592,0,27,27
1593,0,27,27
1594,0,27,27
1595,0,27,27
1596,0,27,27
1597,0,27,27
1598,0,27,27
1599,0,27,27
1600,0,27,27
1601,0,27,27
1602,0,27,27
1603,0,27,27
1604,0,27,27
1605,0,27,27
1606,0,27,27
1607,0,27,27
1608,0,27,27
1609,0,27,27
1610,0,27,27
1611,0,27,27
1612,0,27,27
1613,0,27,27
1614,0,27,27
1615,0,27,27
1616,0,27,27
1617,0,27,27
1618,0,27,27
1619,0,27,27
1620,0,27,27
1621,0,27,27
1622,0,27,27
1623,0,27,27
1624,0,27,27
1625,0,27,27
1626,0,27,27
1627,0,27,27
1628,0,27,27
1629,0,27,27
1630,0,27,27
1631,0,27,27
1632,0,27,27
1633,0,27,27
1634,0,27,27
1635,0,27,27
1636,0,27,27
1637,0,27,27
1638,0,27,27
1639,0,27,27
1640,0,27,27
1641,0,27,27
1642,0,27,27
1643,0,27,27
1644,0,27,27
1645,0,27,27
1646,0,27,27
1647,0,27,27
1648,0,27,27
1649,0,27,27
1650,0,27,27
1651,0,27,27
1652,0,27,27
1653,0,27,27
1654,0,27,27
1655,0,27,27
1656,0,27,27
1657,0,27,27
1658,0,27,27
1659,0,27,27
1660,0,27,27
1661,0,27,27
