infected_hawks,infected_doves,total_infected
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
11,10,21
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
12,10,22
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
13,10,23
14,10,24
14,10,24
