infected_hawks,infected_doves,total_infected
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,10,20
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,11,21
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
10,12,22
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
11,12,23
12,12,24
12,12,24
12,12,24
12,12,24
12,12,24
12,12,24
12,12,24
12,12,24
12,12,24
12,12,24
12,12,24
